perfil_carga,global_active_power,global_reactive_power,voltage,global_intensity,Year,Month,Day,Hour,Minute
0.0,0.0,0.0,219.601872828476,0.0,2023,1,2,22,40
0.0,0.0,0.0,218.893573178209,0.0,2023,1,2,22,50
0.0,0.0,0.0,219.646874664785,0.0,2023,1,2,23,0
0.0,0.0,0.0,220.347984140705,0.0,2023,1,2,23,10
0.0,0.0,0.0,219.072920009455,0.0,2023,1,2,23,20
0.0,0.0,0.0,220.984227099146,0.0,2023,1,2,23,30
0.0,0.0,0.0,220.595832107489,0.0,2023,1,2,23,40
0.0,0.0,0.0,220.182625114476,0.0,2023,1,2,23,50
0.0,0.0,0.0,220.778410563541,0.0,2023,1,3,0,0
0.0,0.0,0.0,219.67625564883,0.0,2023,1,3,0,10
0.0,0.0,0.0,219.180692353429,0.0,2023,1,3,0,20
0.0,0.0,0.0,217.884617549383,0.0,2023,1,3,0,30
0.0,0.0,0.0,222.536740030139,0.0,2023,1,3,0,40
0.0,0.0,0.0,219.077527544648,0.0,2023,1,3,0,50
0.0,0.0,0.0,219.988233704051,0.0,2023,1,3,1,0
0.0,0.0,0.0,219.634727316713,0.0,2023,1,3,1,10
0.0,0.0,0.0,219.761102108324,0.0,2023,1,3,1,20
0.0,0.0,0.0,220.361841946052,0.0,2023,1,3,1,30
0.0,0.0,0.0,218.888438247447,0.0,2023,1,3,1,40
0.0,0.0,0.0,219.501887854874,0.0,2023,1,3,1,50
0.0,0.0,0.0,220.870598427715,0.0,2023,1,3,2,0
0.0,0.0,0.0,219.16041261316,0.0,2023,1,3,2,10
0.0,0.0,0.0,218.861683206471,0.0,2023,1,3,2,20
0.0,0.0,0.0,220.403710088607,0.0,2023,1,3,2,30
0.0,0.0,0.0,219.724967942013,0.0,2023,1,3,2,40
0.0,0.0,0.0,221.206420316133,0.0,2023,1,3,2,50
0.0,0.0,0.0,220.411264068204,0.0,2023,1,3,3,0
0.0,0.0,0.0,220.252124808965,0.0,2023,1,3,3,10
0.0,0.0,0.0,217.791810799954,0.0,2023,1,3,3,20
0.0,0.0,0.0,220.055985942286,0.0,2023,1,3,3,30
0.0,0.0,0.0,219.269837667548,0.0,2023,1,3,3,40
0.0,0.0,0.0,220.675237338381,0.0,2023,1,3,3,50
0.0,0.0,0.0,219.169914926693,0.0,2023,1,3,4,0
0.0,0.0,0.0,219.850537477096,0.0,2023,1,3,4,10
0.0,0.0,0.0,219.475000806082,0.0,2023,1,3,4,20
0.0,0.0,0.0,221.255891433709,0.0,2023,1,3,4,30
0.0,0.0,0.0,219.163377589295,0.0,2023,1,3,4,40
0.0,0.0,0.0,220.207068664865,0.0,2023,1,3,4,50
0.0,0.0,0.0,221.265431471849,0.0,2023,1,3,5,0
0.0,0.0,0.0,221.163838518496,0.0,2023,1,3,5,10
0.0,0.0,0.0,220.641087174507,0.0,2023,1,3,5,20
0.0,0.0,0.0,219.892081484135,0.0,2023,1,3,5,30
0.0,0.0,0.0,220.789500353483,0.0,2023,1,3,5,40
0.0,0.0,0.0,220.13686292463,0.0,2023,1,3,5,50
0.0,0.0,0.0,219.121645218701,0.0,2023,1,3,6,0
0.0,0.0,0.0,221.437044492505,0.0,2023,1,3,6,10
0.0,0.0,0.0,220.458163339088,0.0,2023,1,3,6,20
0.0,0.0,0.0,222.531795615003,0.0,2023,1,3,6,30
0.0,0.0,0.0,218.712093568819,0.0,2023,1,3,6,40
0.0,0.0,0.0,219.771067757349,0.0,2023,1,3,6,50
1180.20862441747,1.14762744534601,0.119257367489878,219.412288522635,5.34353115341446,2023,1,3,7,0
2778.09955302022,2.55756566138952,0.303467290556009,219.4455568951,13.0862047437258,2023,1,3,7,10
0.0,0.0,0.0,220.599637421442,0.0,2023,1,3,7,20
2001.09100022369,2.02676621715305,0.190241520375315,221.676010400555,8.73657984505424,2023,1,3,7,30
17757.242106442,16.9757694506332,1.83535208603587,218.03461776615,79.4847227488997,2023,1,3,7,40
40632.1065930791,43.4434816976433,4.26179949664294,220.332941519545,194.797445767597,2023,1,3,7,50
1228.12786537373,1.44533474502947,0.135504671904975,220.245263936558,6.29985755956599,2023,1,3,8,0
12059.3033935887,12.272813580603,1.24094954257182,218.019201064848,56.3373795941075,2023,1,3,8,10
35525.9976463311,36.0272660055113,3.25180574008339,219.26462964046,163.33750166185,2023,1,3,8,20
20404.4340670025,19.256902544354,2.00135081950794,219.908936589602,88.9822990809714,2023,1,3,8,30
17211.8149562071,19.0051884137448,1.77219464398062,219.23630237839,82.4795521419191,2023,1,3,8,40
23431.8773751459,21.8247233372389,2.29764576635592,219.452264081469,104.304670321944,2023,1,3,8,50
1361.25833673094,1.49946182824855,0.131943261935684,220.751587236659,6.22714138918871,2023,1,3,9,0
2259.44735162525,1.88383423407287,0.192250553202537,220.842093638488,9.04772648036513,2023,1,3,9,10
13062.9011159882,14.3020502766201,1.30150014332221,219.306770948854,60.0179406829978,2023,1,3,9,20
30592.7581681906,33.7600032651764,3.12477709898167,218.801449557501,144.260308168709,2023,1,3,9,30
19279.4241932784,18.3100464383263,1.91765197816128,220.162037493101,86.1634917757802,2023,1,3,9,40
23704.7465427187,23.4173690134848,2.39230387346318,220.289366855117,105.79832784095,2023,1,3,9,50
0.0,0.0,0.0,220.923934566343,0.0,2023,1,3,10,0
23558.6866347052,22.6389688983419,2.22691831526406,220.20397663416,101.194742064963,2023,1,3,10,10
28132.1658253187,26.6042200376047,2.63189328040196,219.244030495958,122.956481871704,2023,1,3,10,20
16688.4459408466,18.5470099705221,1.73618287563118,218.990437736535,81.9550303813382,2023,1,3,10,30
3972.87766534006,3.45861688284421,0.36567648138382,219.912499818018,16.5998602658503,2023,1,3,10,40
51807.4830528569,49.4793528706613,5.05685277444383,219.863877726749,230.466283536093,2023,1,3,10,50
4979.26574589185,5.82610885875727,0.548116806079067,218.234607623742,25.0149159111425,2023,1,3,11,0
32982.2115365919,31.2433750860169,3.52691071843892,220.892039996608,150.876662644386,2023,1,3,11,10
1789.435871861,1.567540452444,0.183948469737574,220.325174011475,7.44964082965723,2023,1,3,11,20
14238.1525881987,16.7713533627791,1.57675823879623,219.143386793347,73.4602318634507,2023,1,3,11,30
2813.71532333228,2.69113164936129,0.271086913051735,220.560179421371,12.236371721893,2023,1,3,11,40
15149.9443703666,15.7920127261774,1.60934727255218,221.735227438437,72.1223670974959,2023,1,3,11,50
10301.3119363252,9.93509693035541,1.11052849029489,220.350098526093,44.9665457926156,2023,1,3,12,0
10653.2228071121,10.8674297057359,1.02027509076586,219.343000803951,48.7481750136143,2023,1,3,12,10
2908.49990331933,2.54325128415806,0.280551031364069,220.301168535337,13.0380706104833,2023,1,3,12,20
18141.8496697225,18.5534366829029,2.00934786647414,218.385160292962,86.8640649441227,2023,1,3,12,30
29599.9838156609,33.7589278263289,3.28710535235874,220.179561486195,155.15716024729,2023,1,3,12,40
14714.711673208,14.8297188219844,1.44564226934756,219.426255308388,67.5140483823217,2023,1,3,12,50
21023.4114227501,20.3490354848284,1.9234764413129,221.009420540121,87.922129418828,2023,1,3,13,0
21448.9242670045,20.0043306791744,1.79477159527711,219.504463803625,92.9276841841626,2023,1,3,13,10
9376.74941092992,10.178969135645,1.05111918921961,219.614527151042,45.8230912818105,2023,1,3,13,20
16167.9016979832,15.7491477672268,1.5782976036482,220.121853694721,71.6395467333411,2023,1,3,13,30
